district,rps01,rps02,rps03,rps04,rps05,rps06,rps07,rps08,rps09,rps10,rps11,rps12,rps13,rps14,rps15,rps16,rps17,rps18,rps19,rps20,rps21,rps22,rps23,rps24,rps25,rps26,rps27,rps28,rps29,rps30,rps31
板橋區,房地(土地+建物)+車位,新北市板橋區華江三路４０號二樓,6.42,住,,,1110210,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090624,56.71,2,2,1,有,有,5900000,104056,坡道平面,17.94,0,親友、員工、共有人或其他特殊關係間之交易；,RPQQMLQKKHHGFAF97EA,22.82,1.39,1.77,有
板橋區,土地,民生段64地號,184.06,,,,1110209,土地1建物0車位0,,,其他,,,,0,0,0,0,無,無,8000000,43464,,0,0,本交易總價含111年收件字號板樹登字號005150號之標的。包含公共設施保留地用地；,RPSQMLQKKHHGFAF18EA,0,0,0,無
板橋區,房地(土地+建物),新北市板橋區大明街６３巷１弄２２號三樓,26.6,住,,,1110208,土地1建物1車位0,三層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,74.04,2,2,1,有,無,8500000,114803,,0,0,,RPPNMLTJKHHGFAF67DA,74.04,0,0,無
板橋區,房地(土地+建物)+車位,新北市板橋區文化路一段３６０號二十五樓之１８,3.19,住,,,1110207,土地1建物1車位1,二十五層,四十層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,990715,79.21,0,0,0,無,有,11000000,138871,坡道平面,33.7,0,,RPSNMLOLKHHGFAF67DA,25.47,0,4.44,有
板橋區,房地(土地+建物),新北市板橋區互助街７號十一樓,9.36,住,,,1110218,土地1建物1車位0,十一層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070606,87.12,2,1,1,有,有,17600000,202020,,0,0,格局為2+1房,RPTNMLNLKHHGFAF77EA,50.07,4.4,3.96,有
板橋區,土地,國光段655地號,4.33,都市：其他:道路用地,,,1110215,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,658667,152117,,0,0,包含公共設施保留地用地；,RPXOMLLJLHHGFAF87DA,0,0,0,無
板橋區,土地,國光段655-1地號,2.67,住,,,1110215,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,621563,232795,,0,0,,RPOPMLLJLHHGFAF07DA,0,0,0,無
板橋區,車位,新北市板橋區大漢街２９號等,0.35,住,,,1110219,土地2建物1車位1,,,其他,,,,30.87,0,0,0,有,有,1850000,,坡道平面,30.87,1850000,僅車位交易；,RPPNMLMJLHHGFAF07DA,0,0,0,有
板橋區,房地(土地+建物),新北市板橋區長江路一段２１２號三樓,18.6,住,,,1110216,土地1建物1車位0,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,870815,111.61,3,2,2,有,有,13500000,120957,,0,0,,RPSRMLLJLHHGFAF77EA,74.05,0,10.18,有
板橋區,土地,光華段407地號,5.39,都市：其他:道路用地,,,1110217,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,1138133,211156,,0,0,包含公共設施保留地用地；,RPVPMLNJLHHGFAF08EA,0,0,0,無
板橋區,房地(土地+建物),新北市板橋區南雅東路８號四樓之２５,4.02,商,,,1110206,土地1建物1車位0,四層,十一層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,861121,32.97,1,0,1,有,有,3950000,119806,,0,0,,RPPQMLNJLHHGFAF57EA,21.57,0,0,有
板橋區,房地(土地+建物)+車位,新北市板橋區環河西路五段２０７號十七樓,14.31,住,,,1110216,土地1建物1車位1,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100901,112.18,2,2,1,有,有,15680000,151529,坡道平面,23.22,2200000,,RPRSMLMJLHHGFAF77DA,52.35,4.53,2.74,有
板橋區,房地(土地+建物),新北市板橋區長安街７巷２之４號一樓,29.17,住,,,1110207,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730827,91.8,3,2,2,有,無,17000000,185185,,0,0,陽台外推；,RPTSMLQKKHHGFAF38DA,79.71,12.09,0,無
板橋區,土地,江子翠段第三崁小段209-105地號,1.3,都市：其他:人行步道,,,1110224,土地3建物0車位0,,,其他,,,,0,0,0,0,無,無,258850,199115,,0,0,包含公共設施保留地用地；,RPTPMLNJLHHGFAF87EA,0,0,0,無
板橋區,房地(土地+建物),新北市板橋區中山路一段１６０之１３號四樓,3.33,都市：其他:第一種特定專用區(都市更新地區),,,1110207,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980427,22.22,0,0,0,無,有,4579727,206108,,0,0,股東與關係人交易，依公司法規定因公司發起設立，以土地、建物抵繳股款之土地、建物有權移轉登記親友、員工、共有人或其他特殊關係間之交易；,RPPOMLLJLHHGFAF17EA,13.55,0.73,0.07,有
板橋區,房地(土地+建物),新北市板橋區中正路３３８號十八樓之三,17.41,住,,,1110215,土地1建物1車位0,十八層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830531,119.27,3,2,2,有,有,15800000,132473,,0,0,,RPQQMLRJLHHGFAF97DA,81.53,0.86,11.95,有
板橋區,土地,幸福段758地號,10.07,住,,,1110209,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,2432000,241509,,0,0,,RPXVMLOJLHHGFAF88DA,0,0,0,無
板橋區,土地,幸福段758地號,109.48,住,,,1110224,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,26496000,242017,,0,0,,RPOWMLOJLHHGFAF08DA,0,0,0,無
板橋區,房地(土地+建物)+車位,新北市板橋區和平路１００號二樓,26.74,住,,,1110212,土地1建物1車位2,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980522,251.83,4,2,3,有,有,30880000,122622,坡道平面,59.59,0,汽車車位編號279及280號。機車車位編號155號。,RPRPMLOJLHHGFAF67DA,122.78,0,9.81,有
板橋區,房地(土地+建物),新北市板橋區南雅南路二段１４２巷６號二樓之一,40.68,住,,,1110214,土地3建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,170.2,4,2,2,有,有,20000000,117509,,0,0,,RPVNMLMJLHHGFAF67DA,102.54,36.01,12.66,有
板橋區,房地(土地+建物),新北市板橋區篤行路三段２６號五樓,15.47,住,,,1110209,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,135,3,2,2,有,有,13000000,96296,,0,0,,RPSQMLOJLHHGFAF87DA,106.87,0,12.7,有
板橋區,房地(土地+建物),新北市板橋區中正路１３號,30.8,住,,,1110217,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),其他,鋼筋混凝土造,730627,134.29,1,1,1,有,無,39800000,296374,,0,0,其他增建；含租約；,RPPNMLSJLHHGFAF67DA,100.6,12.36,0,無
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路２３５號六樓,13.17,住,,,1110221,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091117,115.16,2,1,1,有,有,2000000,17367,坡道平面,32.06,0,親友、員工、共有人或其他特殊關係間之交易；,RPVOMLSJLHHGFAF38DA,48.28,3.66,3.76,有
板橋區,房地(土地+建物),新北市板橋區四川路一段６７號九樓之１５,3.3,商,,,1110103,土地1建物1車位0,九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030116,51.41,0,0,0,無,有,8780000,170784,,0,0,,RPQOMLKKJHHGFAF96DA,28.44,0,3.04,有
板橋區,車位,新北市板橋區民族路２３６號等,0.17,商,,,1110102,土地1建物1車位1,,,其他,,,,34.29,0,0,0,有,有,2950000,,坡道平面,34.29,2950000,僅車位交易；,RPTRMLRJJHHGFAF18DA,0,0,0,有
板橋區,土地,幸福段432地號,1.68,都市：其他:道路用地,,,1110103,土地2建物0車位0,,,其他,,,,0,0,0,0,無,無,350000,208333,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLRJJHHGFAF77EA,0,0,0,無
板橋區,房地(土地+建物)+車位,新北市板橋區長江路二段１６３號,17.06,住,,,1110103,土地1建物1車位1,一層，見其他登記事項,十五層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,990115,135.92,0,0,0,無,有,26000000,191289,坡道平面,27.37,0,,RPTOMLLKJHHGFAF37DA,85.58,0,0,有
板橋區,土地,民生段306地號,0.95,都市：其他:道路用地,,,1110110,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,38000,0,,0,0,包含公共設施保留地用地；,RPOPMLOKJHHGFAF37EA,0,0,0,無
板橋區,房地(土地+建物),新北市板橋區中山路二段１４８巷７弄２２號,54,住,,,1110109,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,581013,99.02,6,1,5,有,無,20500000,207029,,0,0,3樓增建其他增建；,RPTTMLNKJHHGFAF08DA,99.02,0,0,無
板橋區,車位,新北市板橋區長江路一段３８１號等,0.5,都市：其他:住宅區,,,1110110,土地2建物1車位1,,,其他,,,,34.91,0,0,0,有,有,2500000,,坡道平面,34.91,2500000,親友、員工、共有人或其他特殊關係間之交易；僅車位交易；,RPPNMLQKJHHGFAF37DA,0,0,0,有
板橋區,房地(土地+建物),新北市板橋區翠華街６巷３２號二樓,33.88,住,,,1110103,土地3建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660823,91.99,3,2,2,有,無,9800000,106533,,0,0,陽台外推；,RPORMLSKJHHGFAF97EA,80.36,0,11.63,無
板橋區,房地(土地+建物),新北市板橋區民治街１３６號四樓,31.5,商,,,1110106,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,77.59,2,1,1,有,無,12000000,154659,,0,0,頂樓加蓋；,RPOSMLSKJHHGFAF08EA,77.59,0,0,無
板橋區,車位,新北市板橋區文化路二段４９８號等公共設施,0,,,,1110106,土地0建物1車位1,,,其他,,,,38.76,0,0,0,有,有,2500000,,坡道平面,38.76,2500000,僅車位交易；,RPPOMLOKJHHGFAF27DA,0,0,0,有
板橋區,車位,新北市板橋區光環路二段５０號,0.05,住,,,1110107,土地1建物1車位1,一層,二十層,其他,一般事務所,鋼骨鋼筋混凝土造,1071213,27.27,0,0,0,有,有,2100000,,坡道平面,27.27,2100000,僅車位交易；,RPVPMLLKJHHGFAF67DA,0,0,0,有
板橋區,房地(土地+建物),新北市板橋區介壽街８４巷３６號四樓,32,住,,,1110112,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,72.78,3,2,1,有,無,9600000,131904,,0,0,頂樓加蓋；,RPOQMLKLJHHGFAF17EA,72.78,0,0,無
板橋區,房地(土地+建物),新北市板橋區四川路二段１號八樓之十一,4.55,住,,,1110111,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880720,35.86,1,1,1,有,有,4400000,122699,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWRMLMKJHHGFAF08DA,23.16,0,3.16,有
板橋區,房地(土地+建物),新北市板橋區中正路１５號二樓,33.2,住,,,1110106,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730627,134.19,3,1,2,有,無,14400000,107311,,0,0,,RPVRMLKKJHHGFAF77DA,100.6,0,12.36,無
板橋區,房地(土地+建物),新北市板橋區篤行路三段２６號四樓,15.47,住,,,1110101,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,135,3,2,2,有,有,13800000,102222,,0,0,,RPOSMLTKJHHGFAF08DA,106.87,0,12.7,有
板橋區,房地(土地+建物),新北市板橋區國泰街４６巷４號一樓,9,商,,,1110111,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,650116,28.25,1,1,1,有,無,4500000,159292,,0,0,,RPQTMLNKJHHGFAF77DA,28.25,0,0,無
板橋區,房地(土地+建物),新北市板橋區重慶路７１號六樓之一,3.3,商,,,1110102,土地3建物1車位0,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,861117,29.64,0,0,1,有,有,4750000,160256,,0,0,陽台外推；其他增建；,RPSTMLMKJHHGFAF87DA,17.22,0,4.32,有
板橋區,房地(土地+建物),新北市板橋區新興路２２號五樓之１２,3.47,商,,,1110111,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050316,45.33,1,1,1,有,有,6660000,146923,,0,0,,RPPNMLMLJHHGFAF17EA,21.92,2.2,0,有
板橋區,房地(土地+建物),新北市板橋區大觀路二段１５０巷７號四樓,29.95,住,,,1110111,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,84.34,3,2,1,有,無,9000000,106711,,0,0,頂樓加蓋；,RPTNMLMLJHHGFAF57EA,84.34,0,0,無
板橋區,房地(土地+建物)+車位,新北市板橋區僑中二街３６號七樓,30.85,住,,,1110109,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1000222,190.83,3,2,2,有,有,17080000,109283,坡道平面,51.01,1800000,,RPTPMLMLJHHGFAF77EA,90.18,0,11.37,有
板橋區,房地(土地+建物),新北市板橋區中正路４１３巷２弄２０號四樓,21.8,住,,,1110103,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701120,83.28,3,1,1,有,無,7800000,93660,,0,0,,RPOQMLOLJHHGFAF57EA,77.98,0,5.3,無
板橋區,土地,振興段153地號,5.48,都市：其他:道路用地,,,1110118,土地1建物0車位0,,,其他,,,,0,0,0,0,無,無,210000,38321,,0,0,包含公共設施保留地用地；,RPQQMLLLJHHGFAF47EA,0,0,0,無
板橋區,房地(土地+建物),新北市板橋區南雅南路二段１４２巷１０號六樓之一,35.96,住,,,1110101,土地3建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,118.34,3,2,2,有,有,15680000,132500,,0,0,其他增建；,RPRNMLSKJHHGFAF77DA,88.65,2.59,8.11,有
板橋區,房地(土地+建物),新北市板橋區東興街６６號四樓,13.1,住,,,1110102,土地1建物1車位0,四層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,50.16,4,2,1,有,無,4350000,86722,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRPMLOLJHHGFAF77EA,50.16,0,0,無
板橋區,土地,振興段208地號,65.21,住,,,1110103,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,8000000,122681,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSOMLQLJHHGFAF87DA,0,0,0,無
板橋區,房地(土地+建物),新北市板橋區金門街５２號二樓,12.34,住,,,1110115,土地1建物1車位0,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,920609,79.46,2,2,1,有,有,9650000,121445,,0,0,,RPSPMLTKJHHGFAF18DA,47.99,2.08,5.85,有
板橋區,房地(土地+建物),新北市板橋區四川路二段２３７號九樓之二,4.53,住,,,1110115,土地1建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,810808,42.72,1,0,1,有,有,5200000,121694,,0,0,,RPXPMLPLJHHGFAF38DA,38.76,0,0.62,有
板橋區,房地(土地+建物),新北市板橋區雙十路二段６９巷３號二樓,36,住,,,1110105,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,88.2,3,1,1,有,無,10000000,113379,,0,0,,RPSQMLPLJHHGFAF97DA,88.2,0,0,無
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路２１５號五樓,19.7,住,,,1110104,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091117,157.6,3,2,2,有,有,6500000,41244,坡道平面,32.06,0,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLPLJHHGFAF97EA,70.69,3.88,9.56,有
板橋區,房地(土地+建物),新北市板橋區新興路２２號五樓之１７,3.58,商,,,1110110,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050316,46.78,1,1,1,有,有,7000000,149637,,0,0,,RPPNMLRLJHHGFAF67EA,18.66,0,6.21,有
板橋區,房地(土地+建物)+車位,新北市板橋區重慶路２４５巷１０６號四樓,23.93,住,,,1110102,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,991122,178.92,4,2,2,有,有,24800000,131166,坡道機械,3.57,1800000,,RPOSMLRLJHHGFAF08EA,107.23,12.41,10.1,有
板橋區,房地(土地+建物)+車位,新北市板橋區永翠路８８號三樓,18.41,住,,,1110102,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090420,150.92,1,2,2,有,有,20750000,157154,坡道平面,31.61,2000000,,RPUSMLRLJHHGFAF58DA,66.21,7.73,5.75,有
板橋區,房地(土地+建物)+車位,新北市板橋區溪崑二街１２４巷２號四樓,36.22,住,,,1110111,土地1建物1車位1,四層，五層，屋頂突出物,五層,公寓(5樓含以下無電梯),其他,鋼筋混凝土造,790430,208.69,4,2,2,有,有,16500000,79065,坡道平面,0,0,車位編號:27號,RPQSMLNKJHHGFAF67DA,183.39,1.22,14.98,無
板橋區,房地(土地+建物)+車位,新北市板橋區溪崑二街１２４巷４號四樓,36.22,住,,,1110111,土地1建物1車位1,四層，五層，屋頂突出物,五層,公寓(5樓含以下無電梯),其他,鋼筋混凝土造,790430,201.12,4,2,2,有,有,16500000,82041,坡道平面,0,0,車位編號:28號,RPRSMLNKJHHGFAF77DA,175.82,1.22,14.98,無
板橋區,房地(土地+建物),新北市板橋區民生路三段１６１號,22.25,住,,,1110107,土地1建物1車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,78.31,3,2,1,有,無,19500000,249010,,0,0,,RPWQMLOLJHHGFAF28DA,78.31,0,0,無
板橋區,房地(土地+建物),新北市板橋區中山路二段３６７之１號九樓,2.34,商,,,1110110,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860205,30.11,1,0,1,有,有,4900000,162737,,0,0,陽台外推；其他增建；,RPOOMLLLJHHGFAF96DA,17.27,0,5.32,有
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路１８６號十三樓,5.87,商,,,1110109,土地1建物1車位1,十三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071227,95.32,2,2,1,有,有,13800000,161070,坡道平面,22.06,2000000,,RPOOMLRLJHHGFAF57DA,42.73,1.62,5.1,有
板橋區,房地(土地+建物)+車位,新北市板橋區藝文街３８６號十樓,7.64,住,,,1110117,土地1建物1車位1,十層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090804,62.76,2,2,1,有,有,6800000,108349,坡道平面,16.56,0,親友、員工、共有人或其他特殊關係間之交易；,RPSOMLRLJHHGFAF97DA,26.43,1.83,1.96,有
板橋區,房地(土地+建物),新北市板橋區長江路二段６５號三樓,8.92,住,,,1110103,土地1建物1車位0,三層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870622,146.8,4,2,2,有,有,17500000,119210,,0,0,,RPOQMLSKJHHGFAF77DA,99.34,1.15,17.4,有
板橋區,車位,新北市板橋區永豐街４９巷１８號等共有部分,0.15,住,,,1110119,土地1建物1車位1,,,其他,,,,23.31,0,0,0,有,無,2800000,,坡道平面,23.31,2800000,僅車位交易；,RPPPMLKLJHHGFAF07DA,0,0,0,有
板橋區,房地(土地+建物),新北市板橋區吳鳳路６４號四樓,29.15,住,,,1110114,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,106.77,3,1,2,有,無,11800000,110518,,0,0,,RPVPMLRJKHHGFAF38EA,94.69,0,12.08,無
板橋區,車位,新北市板橋區南雅南路二段１２０之１３號八樓等,0,,,,1110113,土地0建物1車位1,,,其他,,,,36.97,0,0,0,有,有,2300000,,坡道平面,36.97,2300000,僅車位交易；,RPRNMLSJKHHGFAF77DA,0,0,0,有
板橋區,房地(土地+建物),新北市板橋區僑中二街１０巷２１號二樓,20.73,住,,,1110102,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,81.34,3,2,1,有,無,7580000,93189,,0,0,,RPRTMLNKJHHGFAF87DA,71.34,0,10,無
板橋區,房地(土地+建物),新北市板橋區民治街５７巷２２號四樓,27.4,住,,,1110102,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700409,90.68,3,2,1,有,無,10700000,117997,,0,0,含仲介費；陽台外推；其他增建；,RPRQMLNJJHHGFAF47DA,85.68,0,5,無
板橋區,房地(土地+建物)+車位,新北市板橋區雙十路二段７３號二樓,23.1,住,,,1110106,土地1建物1車位1,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,861222,221.71,4,2,2,有,有,16000000,86340,升降平面,53.77,1500000,親友、員工、共有人或其他特殊關係間之交易；,RPTOMLLLJHHGFAF47DA,121.01,0,16.05,有
板橋區,車位,新北市板橋區光環路二段５０號,0.05,住,,,1110118,土地1建物1車位1,一層,二十層,其他,一般事務所,鋼骨鋼筋混凝土造,1071213,27.27,0,0,0,有,有,1850000,,坡道平面,27.27,1850000,僅車位交易；,RPSNMLTKJHHGFAF97DA,0,0,0,有
板橋區,車位,新北市板橋區光環路二段５０號,0.05,住,,,1110113,土地1建物1車位1,一層,二十層,其他,一般事務所,鋼骨鋼筋混凝土造,1071213,27.27,0,0,0,有,有,1900000,,坡道平面,27.27,1900000,僅車位交易；,RPTNMLTKJHHGFAF08DA,0,0,0,有
板橋區,車位,新北市板橋區光環路二段５０號,0.05,住,,,1110113,土地1建物1車位1,一層,二十層,其他,一般事務所,鋼骨鋼筋混凝土造,1071213,27.27,0,0,0,有,有,1900000,,坡道平面,27.27,1900000,僅車位交易；,RPUNMLTKJHHGFAF18DA,0,0,0,有
板橋區,房地(土地+建物),新北市板橋區光復街１４３號四樓,11.62,住,,,1110114,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680215,33.97,3,3,2,有,無,2440000,71828,,0,0,親友、員工、共有人或其他特殊關係間之交易；陽台外推；頂樓加蓋；,RPTRMLRLJHHGFAF38DA,33.97,0,0,無
板橋區,房地(土地+建物)+車位,新北市板橋區雙十路三段１０巷３之１號二樓,11.99,住,,,1110110,土地1建物1車位1,二層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080820,76.65,1,1,1,有,有,12600000,182506,升降機械,15.83,1500000,,RPQNMLRJKHHGFAF67EA,35.47,0,4.37,有
板橋區,房地(土地+建物)+車位,新北市板橋區懷德街１３９巷２０弄７６號,25.69,住,,,1110101,土地1建物1車位1,一層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,880211,158.84,4,2,2,有,有,20800000,158920,坡道平面,41.8,2200000,陽台外推；其他增建；,RPWOMLRLJHHGFAF48EA,92.26,0,14.11,有
板橋區,房地(土地+建物),新北市板橋區翠華街６巷３９號二樓,61.33,住,,,1110108,土地1建物1車位0,二層，三層，陽台,三層,公寓(5樓含以下無電梯),住家用,加強磚造,,128.76,2,2,3,有,無,12000000,93197,,0,0,,RPSOMLKKKHHGFAF37EA,128.76,0,0,無
板橋區,房地(土地+建物),新北市板橋區南雅東路８號六樓之１８,4.74,商,,,1110111,土地1建物1車位0,六層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,861121,39.16,1,1,1,有,有,4280000,109295,,0,0,,RPPOMLSJKHHGFAF67DA,20.55,0,4.73,有
板橋區,房地(土地+建物),新北市板橋區文化路二段４１０巷２弄１６號二樓,24.36,住,,,1110105,土地1建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850320,172.73,3,2,1,有,有,9800000,56736,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLTJKHHGFAF77DA,86.38,0,10.42,有
板橋區,房地(土地+建物),新北市板橋區大觀路二段１２９巷６號五樓,28.51,住,,,1110113,土地1建物1車位0,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830812,112.43,3,2,2,有,有,13100000,116517,,0,0,,RPXTMLSLJHHGFAF09DA,88.76,4.07,9.78,有
板橋區,房地(土地+建物),新北市板橋區華江一路１５８號十三樓,4.41,商,,,1110106,土地1建物1車位0,十三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071227,57.2,1,1,1,有,有,10250000,179196,,0,0,,RPSTMLNKJHHGFAF97DA,33.03,0,5.58,有
板橋區,房地(土地+建物)+車位,新北市板橋區藝文街２３３號十二樓,12.43,住,,,1110116,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100325,117,2,2,2,有,有,14500000,123932,坡道平面,29.56,0,,RPSPMLLLJHHGFAF47DA,49.22,5.41,3.95,有
板橋區,土地,中興段41地號,118.54,都市：其他:第二種住宅區,,,1110115,土地8建物0車位0,,,其他,,,,0,0,0,0,有,無,3450000,29104,,0,0,包含公共設施保留地用地；,RPWPMLRLJHHGFAF48DA,0,0,0,無
板橋區,房地(土地+建物),新北市板橋區復興街５２號二樓,21.25,住,,,1110108,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,620728,68.15,2,1,1,有,無,8100000,118855,,0,0,其他增建；,RPOONLKLJHHGFAF96DA,68.15,0,0,無
板橋區,房地(土地+建物),新北市板橋區館前東路４７號,29.67,商,,,1110102,土地1建物2車位0,一層，騎樓,五層,公寓(5樓含以下無電梯),其他,鋼筋混凝土造,681208,156.22,0,2,2,有,無,38270000,244975,,0,0,其他增建；,RPSPMLSKJHHGFAF08DA,156.22,0,0,無
板橋區,車位,新北市板橋區光環路二段５０號,0.05,住,,,1110124,土地1建物1車位1,一層,二十層,其他,一般事務所,鋼骨鋼筋混凝土造,1071213,27.27,0,0,0,有,有,2050000,,坡道平面,27.27,2050000,僅車位交易；,RPWOMLPLJHHGFAF18DA,0,0,0,有
板橋區,房地(土地+建物),新北市板橋區華江一路５６０號十七樓,7.53,商,,,1110103,土地1建物1車位0,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100421,57.29,1,1,1,有,有,9900000,172805,,0,0,,RPVQMLPLJHHGFAF28DA,31.24,2.01,3.66,有
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路２０７號三樓,12.81,住,,,1110108,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091117,112.78,3,1,1,有,有,14000000,124135,坡道平面,32.06,0,,RPRSMLPJJHHGFAF87DA,46.85,3.64,3.6,有
板橋區,房地(土地+建物),新北市板橋區公館街２６０號六樓,11.39,住,,,1110111,土地1建物1車位0,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,870427,76.7,2,2,1,有,有,8600000,112125,,0,0,,RPWOMLRJKHHGFAF28DA,55.81,0,6.52,有
板橋區,土地,僑中段643-4地號,749,住,,,1110110,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,72508888,96808,,0,0,政府機關標讓售；,RPUOMLTJKHHGFAF28DA,0,0,0,無
板橋區,房地(土地+建物),新北市板橋區中山路二段４１２巷２１弄２５號二樓之１,10.28,住,,,1110121,土地1建物1車位0,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860906,40.37,1,1,1,有,無,5650000,139955,,0,0,陽台外推；,RPPQMLKKKHHGFAF17DA,24.45,0,2.77,有
